ID_REF	GSM5101328	GSM5101329	GSM5101330	GSM5101331	GSM5101332	GSM5101333
TC1900009045.hg.1	11.024706	10.901211	10.992519	10.987894	11.050139	11.052898
TC1900009046.hg.1	4.818701	5.545182	5.6234	4.624232	4.926591	4.916176
TC1900009048.hg.1	6.735521	6.051413	5.967022	6.607345	6.340082	6.425689
TC1900009052.hg.1	4.801927	5.637857	5.661401	5.319197	5.656571	5.391228
TC1900009062.hg.1	8.583952	8.307999	8.317317	8.491426	8.493496	8.361596
TC1900009076.hg.1	7.734673	7.709722	7.784296	8.129676	7.96452	7.707825
TC1900009078.hg.1	6.769132	6.387737	6.5693	6.349298	6.572303	6.786638
TC1900009079.hg.1	5.787946	5.373079	5.494903	5.312613	4.985921	5.149197
TC1900009080.hg.1	4.468618	4.24209	4.185128	3.895709	4.150203	4.358103
TC1900009083.hg.1	6.158925	6.055668	6.151193	6.144962	6.03603	5.935241
TC1900009084.hg.1	6.458438	6.41642	6.292073	6.487258	6.368271	6.357199
TC1900009087.hg.1	4.540713	5.02529	5.101411	4.284709	4.848241	4.188838
TC1900009100.hg.1	7.579747	7.792778	7.702187	7.442016	7.480835	7.204855
TC1900009102.hg.1	7.59253	7.397632	7.543065	7.137993	7.306711	7.326689
TC1900009104.hg.1	5.84438	5.848713	6.103943	4.718843	5.58783	5.396845
TC1900009112.hg.1	4.749378	4.158272	4.459239	3.893259	4.527658	4.427123
TC1900009115.hg.1	7.37053	7.354557	7.356658	7.507584	7.182955	7.320247
TC1900009116.hg.1	6.986135	6.859648	7.02986	6.613235	6.784553	6.843309
TC1900009128.hg.1	7.506629	7.459217	7.430787	7.464792	7.537725	7.484046
TC1900009133.hg.1	9.566171	9.763117	9.71469	9.323856	9.539256	9.635821
TC1900009134.hg.1	7.60295	7.399218	7.667063	7.715178	7.647604	7.328455
TC1900009137.hg.1	6.492372	6.591997	6.336475	6.492372	6.448438	5.866121
TC1900009155.hg.1	8.121235	8.253799	8.132412	7.90113	8.174987	8.309634
