ID_REF	GSM4025386	GSM4025387	GSM4025388	GSM4025389	GSM4025390
5550719	9.407143	9.351782	9.300235	9.105341	9.104978
5550722	6.3877153	6.292113	6.3813567	6.4208956	6.377666
5550725	9.148718	9.173064	9.187455	9.436925	9.158624
5550730	8.54998	8.412385	8.522452	8.737224	8.6419525
5550731	6.7196436	6.639434	6.5663824	6.5721107	6.5798235
5550735	9.752621	9.768053	9.778971	9.687471	9.688593
5550736	6.764371	6.7564373	6.844996	6.8095803	6.9518003
5550739	6.9906783	7.036149	7.0315685	6.796977	6.7781434
5550743	6.877782	6.8390303	6.801558	6.9210935	6.93071
5550746	9.9338455	9.905201	10.017973	10.028955	10.190538
5550747	6.6941223	6.898856	6.7968407	6.780177	6.801673
5550750	6.3318777	6.3384037	6.302547	6.382697	6.514209
5550754	6.527077	6.489129	6.545141	6.3524647	6.4784627
5550767	7.8185005	7.8875265	7.843187	7.95843	7.8458743
5550768	6.562931	6.419408	6.4889555	6.4806914	6.2970734
5560010	6.928467	6.936715	7.0023837	6.9009132	6.834424
5560014	6.559436	6.513085	6.519324	6.4518247	6.3192906
5560017	7.313708	7.2471633	7.3736515	7.0841208	7.191292
5560019	6.6425586	6.6660233	6.653787	6.740739	6.6601043
5560020	6.736121	6.8595376	6.856352	6.826251	6.93715
5560022	6.7546043	6.7561846	6.747081	6.7060256	6.4727135
5560025	6.8172865	6.711693	6.8590436	6.822548	6.700123
5560026	7.1484575	7.0140452	7.0252275	7.0225787	6.971062
5560035	7.1822057	7.163009	7.179944	7.3237615	7.344946
5560040	6.5769954	6.468333	6.5633464	6.5423045	6.312157
5560041	8.452253	8.517514	8.479714	8.608792	8.570728
5560044	6.5609083	6.320387	6.5205183	6.379419	6.297386
5560047	8.547871	8.570062	8.588807	8.713092	8.649146
5560050	9.062983	9.099542	9.051949	8.872904	9.107473
5560053	6.447171	6.483493	6.4446716	6.4544373	6.3777494
5560056	6.723815	6.758499	6.7379546	6.5923877	6.549743
5560059	6.6752443	6.7691135	6.708219	6.4939747	6.564169
5560064	6.863966	6.9350786	6.9560504	6.943713	7.062278
5560066	6.8101215	6.783071	6.853238	6.8041496	6.88143
5560068	7.030149	7.0784	7.0616226	7.121048	6.9953556
5560070	6.826345	6.948215	6.9570537	6.998649	7.0615625
5560075	13.532104	13.586604	13.571144	13.4575405	13.308368
